Distance,Diameter,Radius,FFR,text
22.3331,2.92025,1.460125,,22.3331 1.460125 0
22.3365,2.92074,1.46037,,22.3365 1.46037 0
22.3655,2.92385,1.461925,,22.3655 1.461925 0
22.5887,2.95762,1.47881,,22.5887 1.47881 0
22.5899,2.95793,1.478965,,22.5899 1.478965 0
22.6032,2.9598,1.4799,,22.6032 1.4799 0
22.6038,2.95986,1.47993,,22.6038 1.47993 0
22.7111,2.97314,1.48657,,22.7111 1.48657 0
22.7136,2.97355,1.486775,,22.7136 1.486775 0
22.728,2.97508,1.48754,,22.728 1.48754 0
22.7802,2.97982,1.48991,,22.7802 1.48991 0
22.8925,2.98295,1.491475,,22.8925 1.491475 0
22.8984,2.98302,1.49151,,22.8984 1.49151 0
22.9454,2.98318,1.49159,,22.9454 1.49159 0
23.1056,2.99159,1.495795,,23.1056 1.495795 0
23.1403,2.99525,1.497625,,23.1403 1.497625 0
23.2109,3.00228,1.50114,,23.2109 1.50114 0
23.2285,3.00323,1.501615,,23.2285 1.501615 0
23.2877,3.00601,1.503005,,23.2877 1.503005 0
23.2878,3.00601,1.503005,,23.2878 1.503005 0
23.2914,3.00614,1.50307,,23.2914 1.50307 0
23.3181,3.0074,1.5037,,23.3181 1.5037 0
23.3309,3.00716,1.50358,,23.3309 1.50358 0
23.3394,3.00693,1.503465,,23.3394 1.503465 0
23.5191,3.01038,1.50519,,23.5191 1.50519 0
23.5495,3.01241,1.506205,,23.5495 1.506205 0
23.6067,3.01288,1.50644,,23.6067 1.50644 0
23.6597,3.01531,1.507655,,23.6597 1.507655 0
23.6715,3.01588,1.50794,,23.6715 1.50794 0
23.6995,3.01715,1.508575,,23.6995 1.508575 0
23.7873,3.01376,1.50688,,23.7873 1.50688 0
23.9264,3.0144,1.5072,,23.9264 1.5072 0
24.0017,3.01849,1.509245,,24.0017 1.509245 0
24.1317,3.03252,1.51626,,24.1317 1.51626 0
24.1485,3.03459,1.517295,,24.1485 1.517295 0
24.1745,3.03751,1.518755,,24.1745 1.518755 0
24.2203,3.04304,1.52152,,24.2203 1.52152 0
24.2545,3.04861,1.524305,,24.2545 1.524305 0
24.2667,3.04946,1.52473,,24.2667 1.52473 0
24.314,3.05277,1.526385,,24.314 1.526385 0
24.3303,3.05402,1.52701,,24.3303 1.52701 0
